taxonomy_version,ticker,layer,subindustry,report_group_status,is_primary,role_weight,notes
DC_TAXONOMY_FULL_V1,AOS,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,WMS,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,AYI,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,DCI,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,XYL,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,MIDD,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,ITW,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,ENS,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,CSL,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,MWA,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,HLIO,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,AWI,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,HAYW,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,VRT,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V1,ETN,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V1,NVT,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V1,DELL,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V1,HPE,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V1,HUBB,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V1,ACM,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,J,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,FLR,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,EME,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,FIX,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,PWR,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,DY,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,MTZ,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,STRL,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,PRIM,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,IESC,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,ACA,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,ECG,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,MYRG,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,APG,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V1,BLD,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,FBIN,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,MAS,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,OC,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,BLDR,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,ROCK,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,TREX,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,LPX,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,GFF,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,AWI,Construction,Building products / broad construction beta,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,HAYW,Construction,Building products / broad construction beta,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,EQIX,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V1,DLR,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V1,GDS,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V1,MSFT,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,AMZN,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,GOOGL,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,GOOG,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,META,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,ORCL,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,BABA,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,BIDU,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,NBIS,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,CRWV,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,IREN,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,HUT,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,JCI,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,HON,Operations,DCIM / BMS / building automation,CORE,1,1.0,
DC_TAXONOMY_FULL_V1,VRT,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,EMR,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,ROK,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,HUBB,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,ETN,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,ABB,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V1,CSCO,Operations,Networking and cybersecurity,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,PANW,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,FTNT,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,CRWD,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V1,DDOG,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V1,DT,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V1,NOW,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V1,SNOW,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V1,AVGO,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,ORCL,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,MSFT,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,AMZN,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,GOOGL,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V1,GOOG,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
