taxonomy_version,ticker,layer,subindustry,report_group_status,is_primary,role_weight,notes
DC_TAXONOMY_FULL_V2,OKLO,Power generation / utilities,Power generation and utility exposure,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,SMR,Power generation / utilities,Power generation and utility exposure,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,NNE,Power generation / utilities,Power generation and utility exposure,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,VRT,Cooling,Air and liquid cooling,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,MOD,Cooling,Air and liquid cooling,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,NVT,Cooling,Air and liquid cooling,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,JCI,Cooling,Air and liquid cooling,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,TT,Cooling,Air and liquid cooling,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,CARR,Cooling,Air and liquid cooling,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,LII,Cooling,Air and liquid cooling,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,AAON,Cooling,Air and liquid cooling,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,CARR,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,LII,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,AOS,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,WMS,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,AYI,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,DCI,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,XYL,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,ITW,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,ENS,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,CSL,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,MWA,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,HLIO,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,AWI,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,AAON,Building & thermal systems,"HVAC, filtration, water, lighting",EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,VRT,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V2,ETN,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V2,NVT,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V2,DELL,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V2,HPE,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V2,HUBB,Mechanical infrastructure,"Racks, cabinets, enclosures",CORE,0,1.0,
DC_TAXONOMY_FULL_V2,ACM,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,J,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,FLR,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,EME,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,FIX,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,PWR,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,DY,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,MTZ,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,STRL,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,PRIM,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,IESC,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,ACA,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,ECG,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,MYRG,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,APG,Construction,"EPC, MEP, engineering",CORE,1,1.0,
DC_TAXONOMY_FULL_V2,QXO,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,FBIN,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,MAS,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,OC,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,BLDR,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,ROCK,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,TREX,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,LPX,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,GFF,Construction,Building products / broad construction beta,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,AWI,Construction,Building products / broad construction beta,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,EQIX,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,DLR,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,GDS,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,VNET,Real estate,Colocation / datacenter REIT,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,IRM,Real estate,Colocation / datacenter REIT,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,AMT,Real estate,Colocation / datacenter REIT,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,APLD,Real estate,Colocation / datacenter REIT,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,CORZ,Real estate,Colocation / datacenter REIT,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,WULF,Real estate,Colocation / datacenter REIT,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,WYFI,Real estate,Colocation / datacenter REIT,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,MSFT,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,AMZN,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,GOOGL,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,META,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,ORCL,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,BABA,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,BIDU,Cloud,Hyperscalers / cloud demand owners,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,NBIS,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,CRWV,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,IREN,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,HUT,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,APLD,Cloud,AI cloud / neocloud infrastructure,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,WYFI,Cloud,AI cloud / neocloud infrastructure,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,JCI,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,HON,Operations,DCIM / BMS / building automation,CORE,1,1.0,
DC_TAXONOMY_FULL_V2,VRT,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,EMR,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,ROK,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,HUBB,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,ETN,Operations,DCIM / BMS / building automation,CORE,0,1.0,
DC_TAXONOMY_FULL_V2,CSCO,Operations,Networking and cybersecurity,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,PANW,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,FTNT,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,CRWD,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,FFIV,Operations,Networking and cybersecurity,EXTENDED,1,1.0,
DC_TAXONOMY_FULL_V2,DDOG,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,DT,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,NOW,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,SNOW,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,ESTC,Operations,Observability / ITSM / data platform,WATCH_ONLY,1,1.0,
DC_TAXONOMY_FULL_V2,AVGO,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,ORCL,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,MSFT,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,AMZN,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,GOOGL,Operations,Virtualization / cloud software,EXTENDED,0,1.0,
DC_TAXONOMY_FULL_V2,NTNX,Operations,Virtualization / cloud software,EXTENDED,1,1.0,
