audit_population,ticker,dimension,source_identity,fiscal_year,fiscal_quarter,reportperiod,source_date,old_position,old_history_count,current_history_count,prefix_position,prefix_length,older_rows_remaining,newer_rows_remaining,old_min,current_min,current_max,age_days,age_years,boundary_fiscal_quarter_span,companion_status,fiscal_calendar_note,phase13g3_9_classification,phase13g3_10_classification,classification_reason
AGED_96,GIII,MRQ,GIII|MRQ|2016-07-31|2016-07-31,2017,Q2,2016-07-31,2016-07-31,1,41,40,1,1,0,40,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,GME,ARQ,GME|ARQ|2016-09-07|2016-07-30,2017,Q2,2016-07-30,2016-09-07,1,41,41,1,1,0,40,2016-07-30,2016-10-29,2026-08-01,3654,10.004312,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,GME,MRQ,GME|MRQ|2016-07-30|2016-07-30,2017,Q2,2016-07-30,2016-07-30,1,40,40,1,1,0,39,2016-07-30,2016-10-29,2026-08-01,3654,10.004312,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,GWRE,ARQ,GWRE|ARQ|2016-09-15|2016-07-31,2016,Q4,2016-07-31,2016-09-15,1,41,41,1,1,0,40,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,GWRE,MRQ,GWRE|MRQ|2016-07-31|2016-07-31,2016,Q4,2016-07-31,2016-07-31,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,HAIN,MRQ,HAIN|MRQ|2016-06-30|2016-06-30,2016,Q4,2016-06-30,2016-06-30,1,40,40,1,1,0,39,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,NONE,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,IPDN,ARQ,IPDN|ARQ|2016-08-15|2016-06-30,2016,Q2,2016-06-30,2016-08-15,1,41,40,1,1,0,40,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,IPDN,MRQ,IPDN|MRQ|2016-06-30|2016-06-30,2016,Q2,2016-06-30,2016-06-30,1,41,40,1,1,0,40,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,IRM,ARQ,IRM|ARQ|2016-08-04|2016-06-30,2016,Q2,2016-06-30,2016-08-04,1,41,40,1,1,0,40,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,IRM,MRQ,IRM|MRQ|2016-06-30|2016-06-30,2016,Q2,2016-06-30,2016-06-30,1,41,40,1,1,0,40,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,JAGX,ARQ,JAGX|ARQ|2016-08-15|2016-06-30,2016,Q2,2016-06-30,2016-08-15,1,42,41,1,1,0,41,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,JAGX,MRQ,JAGX|MRQ|2016-06-30|2016-06-30,2016,Q2,2016-06-30,2016-06-30,1,41,40,1,1,0,40,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,JILL,MRQ,JILL|MRQ|2016-07-30|2016-07-30,2017,Q2,2016-07-30,2016-07-30,1,40,40,1,1,0,39,2016-07-30,2016-10-29,2026-08-01,3654,10.004312,41,NONE,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,KFY,ARQ,KFY|ARQ|2016-09-09|2016-07-31,2017,Q1,2016-07-31,2016-09-09,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,KFY,MRQ,KFY|MRQ|2016-07-31|2016-07-31,2017,Q1,2016-07-31,2016-07-31,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,LAKE,ARQ,LAKE|ARQ|2016-09-14|2016-07-31,2017,Q2,2016-07-31,2016-09-14,1,42,42,1,1,0,41,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,LAKE,MRQ,LAKE|MRQ|2016-07-31|2016-07-31,2017,Q2,2016-07-31,2016-07-31,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
FLWS_LOVE,LOVE,MRQ,LOVE|MRQ|2017-01-29|2017-01-29,2017,Q4,2017-01-29,2017-01-29,1,38,39,1,1,0,37,2017-01-29,2017-02-04,2026-08-02,3472,9.506013,39,NONE,weekday-based Sunday fiscal calendar,AMBIGUOUS_SOURCE_REMOVAL,TRUE_SOURCE_REMOVAL,current source replaces boundary key within the same fiscal identity
AGED_96,LPTH,ARQ,LPTH|ARQ|2016-09-15|2016-06-30,2016,Q4,2016-06-30,2016-09-15,1,40,40,1,1,0,39,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,LPTH,MRQ,LPTH|MRQ|2016-06-30|2016-06-30,2016,Q4,2016-06-30,2016-06-30,1,40,40,1,1,0,39,2016-06-30,2016-09-30,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,M,ARQ,M|ARQ|2016-08-26|2016-07-30,2017,Q2,2016-07-30,2016-08-26,1,40,40,1,1,0,39,2016-07-30,2016-10-29,2026-08-01,3654,10.004312,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,M,MRQ,M|MRQ|2016-07-30|2016-07-30,2017,Q2,2016-07-30,2016-07-30,1,40,40,1,1,0,39,2016-07-30,2016-10-29,2026-08-01,3654,10.004312,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,MCFT,ARQ,MCFT|ARQ|2016-09-09|2016-06-30,2016,Q4,2016-06-30,2016-09-09,1,40,40,1,1,0,39,2016-06-30,2016-10-02,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,MCFT,MRQ,MCFT|MRQ|2016-06-30|2016-06-30,2016,Q4,2016-06-30,2016-06-30,1,40,40,1,1,0,39,2016-06-30,2016-10-02,2026-06-30,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,MIND,ARQ,MIND|ARQ|2016-09-08|2016-07-31,2017,Q2,2016-07-31,2016-09-08,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,MIND,MRQ,MIND|MRQ|2016-07-31|2016-07-31,2017,Q2,2016-07-31,2016-07-31,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
TRUE_REMOVAL_CONTROL,NAMS,ARQ,NAMS|ARQ|2022-11-28|2022-06-30,2022,Q2,2022-06-30,2022-11-28,10,23,22,0,0,9,13,2020-10-07,2020-10-07,2026-06-30,1461,4.000082,17,NONE,source fiscal-quarter boundary,TRUE_SOURCE_REMOVAL,TRUE_SOURCE_REMOVAL,interior missing source key
AGED_96,NTNX,MRQ,NTNX|MRQ|2016-07-31|2016-07-31,2016,Q4,2016-07-31,2016-07-31,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,NONE,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,OCC,ARQ,OCC|ARQ|2016-09-13|2016-07-31,2016,Q3,2016-07-31,2016-09-13,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,OCC,MRQ,OCC|MRQ|2016-07-31|2016-07-31,2016,Q3,2016-07-31,2016-07-31,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,ORCL,ARQ,ORCL|ARQ|2016-09-19|2016-08-31,2017,Q1,2016-08-31,2016-09-19,1,40,40,1,1,0,39,2016-08-31,2016-11-30,2026-08-31,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,ORCL,MRQ,ORCL|MRQ|2016-08-31|2016-08-31,2017,Q1,2016-08-31,2016-08-31,1,40,40,1,1,0,39,2016-08-31,2016-11-30,2026-08-31,3652,9.998836,41,CONSISTENT,source fiscal-quarter boundary,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
AGED_96,PANW,ARQ,PANW|ARQ|2016-09-08|2016-07-31,2016,Q4,2016-07-31,2016-09-08,1,40,40,1,1,0,39,2016-07-31,2016-10-31,2026-07-31,3652,9.998836,41,CONSISTENT,weekday-based Sunday fiscal calendar,AGED_OUT_OF_SOURCE_WINDOW,AGED_OUT_OF_SOURCE_WINDOW,oldest contiguous prefix spans at least 41 inclusive fiscal-quarter positions to current maximum
